"mois","jour","hrmn","lum","dep","int","agg","com","atm","col","gps","lat","long","catr","circ","nbv","prof","plan","surf","situ","catu","place","sexe","an_nais","trajet","secu","catv","obsm","choc","manv","grav"
2,28,1700,"1",540,"2","1",343,"7","3","M",4884989,580420,"3","2","2","4","1","1","1","1","1","1",1992,"5","21","33","2","1","21","1"
2,28,1700,"1",540,"2","1",343,"7","3","M",4884989,580420,"3","2","2","4","1","1","1","1","1","1",1937,"5","11","7","2","3","19","0"
3,22,1530,"1",540,"1","1",208,"1","5","M",4874400,594600,"3","2","2","3","3","1","1","1","1","1",1981,"5","12","7","2","1","13","1"
5,24,1245,"1",660,"1","2",150,"1","6","M",4240392,248044,"3","2","2","1","1","1","1","1","1","2",1954,"5","11","7","1","2","14","0"
2,21,1710,"1",140,"2","2",220,"1","6","M",4935930,6870,"4","3","2","1","1","1","1","1","1","1",1966,"5","11","10","1","2","16","0"
2,26,1635,"1",140,"2","2",220,"2","6","M",4935580,6983,"3","2","2","1","1","2","1","1","1","1",1921,"5","11","7","1","1","15","0"
3,6,1700,"1",140,"1","2",715,"1","6","M",4935710,9163,"4","1","1","2","1","1","1","1","1","1",1999,"2","22","1","1","1","1","0"
4,18,1850,"1",140,"1","1",715,"1","2","M",4938290,10172,"3","2","2","2","1","1","1","1","1","1",1973,"5","21","34","2","1","2","0"
4,18,1850,"1",140,"1","1",715,"1","2","M",4938290,10172,"3","2","2","2","1","1","1","2","2","1",1969,"5","21","34","2","1","2","0"
4,18,1850,"1",140,"1","1",715,"1","2","M",4938290,10172,"3","2","2","2","1","1","1","1","1","1",1996,"5","11","7","2","4","2","0"
4,21,1845,"1",140,"1","2",79,"1","2","M",4933550,2103,"3","2","2","1","1","1","1","1","1","2",1930,"5","11","7","2","1","2","0"
4,21,1845,"1",140,"1","2",79,"1","2","M",4933550,2103,"3","2","2","1","1","1","1","1","1","2",1986,"5","11","7","2","4","2","0"
4,21,1845,"1",140,"1","2",79,"1","2","M",4933550,2103,"3","2","2","1","1","1","1","2","2","1",1981,"5","11","7","2","4","2","0"
4,21,1845,"1",140,"1","2",79,"1","2","M",4933550,2103,"3","2","2","1","1","1","1","2","4","2",1983,"5","11","7","2","4","2","0"
1,3,530,"3",140,"1","1",699,"2","3","M",4934330,9498,"3","2","2","1","4","2","1","1","1","1",1992,"5","11","7","2","7","1","1"
1,3,530,"3",140,"1","1",699,"2","3","M",4934330,9498,"3","2","2","1","4","2","1","2","2","2",1993,"5","11","7","2","7","1","1"
1,3,530,"3",140,"1","1",699,"2","3","M",4934330,9498,"3","2","2","1","4","2","1","1","1","1",1974,"1","11","7","2","1","1","0"
5,10,1645,"1",140,"1","2",699,"1","2","M",4934600,11466,"4","2","2","1","1","1","1","1","1","1",1990,"5","21","30","2","1","2","0"
5,10,1645,"1",140,"1","2",699,"1","2","M",4934600,11466,"4","2","2","1","1","1","1","1","1","1",1999,"5","21","30","2","4","2","0"
5,10,1410,"1",140,"3","2",715,"1","3","M",4936240,9371,"3","2","2","3","1","1","1","1","1","1",1994,"1","21","30","2","1","1","0"
5,10,1410,"1",140,"3","2",715,"1","3","M",4936240,9371,"3","2","2","3","1","1","1","1","1","2",1990,"5","11","7","2","6","16","0"
5,17,1210,"1",140,"1","1",715,"1","3","M",4936640,10713,"3","2","2","3","1","1","1","1","1","1",1962,"5","21","33","2","7","1","0"
5,17,1210,"1",140,"1","1",715,"1","3","M",4936640,10713,"3","2","2","3","1","1","1","2","2","2",1968,"5","21","33","2","7","1","0"
5,17,1210,"1",140,"1","1",715,"1","3","M",4936640,10713,"3","2","2","3","1","1","1","1","1","1",1930,"5","11","7","2","1","9","0"
6,6,1300,"1",140,"1","2",220,"1","5","M",4936470,8224,"3","3","4","1","1","1","1","1","1","2",1964,"5","11","7","2","1","9","0"
6,6,1300,"1",140,"1","2",220,"1","5","M",4936470,8224,"3","3","4","1","1","1","1","1","1","1",1960,"5","11","7","2","4","1","0"
6,6,1300,"1",140,"1","2",220,"1","5","M",4936470,8224,"3","3","4","1","1","1","1","2","2","2",1955,"5","11","7","2","4","1","0"
6,6,1300,"1",140,"1","2",220,"1","5","M",4936470,8224,"3","3","4","1","1","1","1","2","4","2",1944,"5","11","7","2","4","1","0"
6,6,1300,"1",140,"1","2",220,"1","5","M",4936470,8224,"3","3","4","1","1","1","1","1","1","2",1951,"5","11","7","2","3","23","0"
6,14,1,"5",140,"2","2",220,"1","3","M",4935880,7806,"3","2","2","1","1","1","1","1","1","2",1989,"5","11","7","2","8","9","0"
6,14,1,"5",140,"2","2",220,"1","3","M",4935880,7806,"3","2","2","1","1","1","1","1","1","2",1989,"5","11","7","2","1","1","0"
6,25,1400,"1",140,"1","2",699,"1","6","M",4934860,9861,"4","2","2","1","1","1","1","1","1","1",1994,"5","11","7","1","4","4","0"
7,13,2320,"5",140,"6","2",220,"1","3","M",4935980,8093,"3","2","2","1","1","1","1","1","1","1",1979,"5","11","7","2","8","15","0"
7,13,2320,"5",140,"6","2",220,"1","3","M",4935980,8093,"3","2","2","1","1","1","1","1","1","1",1975,"5","21","30","2","1","1","0"
7,7,800,"1",140,"1","2",699,"1","1","M",4935000,10003,"4","2","2","1","4","1","1","1","1","1",1931,"3","11","7","2","1","1","0"
7,7,800,"1",140,"1","2",699,"1","1","M",4935000,10003,"4","2","2","1","4","1","1","1","1","2",1971,"1","22","1","2","1","1","1"
8,3,2055,"1",140,"1","2",715,"1","6","M",4936570,8195,"4","1","1","1","1","1","1","1","1","1",1967,"5","11","7","1","1","1","0"
8,22,1830,"1",140,"2","1",79,"1","3","M",4932400,3632,"3","2","2","1","1","1","1","1","1","1",1997,"5","11","7","2","1","16","0"
8,22,1830,"1",140,"2","1",79,"1","3","M",4932400,3632,"3","2","2","1","1","1","1","1","1","1",2001,"5","21","30","2","7","15","0"
8,22,1830,"1",140,"2","1",79,"1","3","M",4932400,3632,"3","2","2","1","1","1","1","2","2","1",1997,"5","21","30","2","7","15","0"
9,19,1315,"1",140,"1","1",79,"1","1","M",4930930,3374,"3","2","2","2","4","1","1","1","1","1",1995,"5","11","7","2","1","13","0"
9,19,1315,"1",140,"1","1",79,"1","1","M",4930930,3374,"3","2","2","2","4","1","1","1","1","2",1986,"5","11","7","2","1","1","1"
9,19,1315,"1",140,"1","1",79,"1","1","M",4930930,3374,"3","2","2","2","4","1","1","2","2","2",1984,"5","11","7","2","1","1","0"
9,19,1315,"1",140,"1","1",79,"1","1","M",4930930,3374,"3","2","2","2","4","1","1","2","3","2",1986,"5","11","7","2","1","1","1"
9,19,1315,"1",140,"1","1",79,"1","1","M",4930930,3374,"3","2","2","2","4","1","1","2","4","2",1986,"5","11","7","2","1","1","0"
10,10,2025,"5",140,"1","2",220,"1","6","M",4936080,8021,"4","2","2","1","1","1","1","1","1","1",1967,"5","11","7","1","1","1","0"
1,11,1440,"1",140,"1","2",220,"1","6","M",4936310,7891,"4","2","2","1","1","1","4","1","1","2",1935,"5","11","7","1","1","20","0"
1,11,1440,"1",140,"1","2",220,"1","6","M",4936310,7891,"4","2","2","1","1","1","4","2","2","1",1933,"5","11","7","1","1","20","0"
1,4,2005,"5",140,"6","2",220,"1","3","M",4936030,8235,"3","3","3","1","3","1","1","1","1","1",1957,"5","11","7","2","8","9","0"
1,4,2005,"5",140,"6","2",220,"1","3","M",4936030,8235,"3","3","3","1","3","1","1","1","1","1",1972,"5","11","7","2","7","1","0"
1,4,2005,"5",140,"6","2",220,"1","3","M",4936030,8235,"3","3","3","1","3","1","1","2","2","2",1973,"5","11","7","2","7","1","0"
1,5,1610,"1",140,"6","2",220,"1","6","M",4935980,8093,"3","2","2","1","1","1","1","1","1","2",1948,"5","11","7","1","2","9","0"
1,20,920,"1",140,"1","2",220,"1","6","M",4935990,8272,"3","3","3","1","3","1","1","1","1","2",1933,"5","11","7","1","1","1","0"
9,7,1245,"1",580,"9","2",238,"1","3","M",4698300,320400,"3","2","2","1","1","1","1","1","1","1",1958,"1","21","33","2","8","1","1"
9,7,1245,"1",580,"9","2",238,"1","3","M",4698300,320400,"3","2","2","1","1","1","1","1","1","1",1977,"4","11","14","2","3","15","0"
6,5,1415,"1",700,"1","1",509,"1","1","M",4732400,573500,"3","2","2","1","1","1","1","1","1","1",1996,"2","11","7","2","3","1","1"
9,1,1730,"1",700,"1","1",356,"8","3","M",4737993,593345,"3","2","2","2","1","1","1","1","1","1",1992,"9","11","7","2","7","15","1"
9,1,1730,"1",700,"1","1",356,"8","3","M",4737993,593345,"3","2","2","2","1","1","1","1","1","2",1995,"2","11","7","2","1","1","0"
12,10,2145,"3",700,"1","1",473,"5","1","M",4779539,640211,"2","2","1","1","1","1","1","1","1","1",1985,"9","13","7","2","3","13","1"
12,10,2145,"3",700,"1","1",473,"5","1","M",4779539,640211,"2","2","1","1","1","1","1","1","1","1",1979,"4","11","15","2","3","1","0"
6,4,1300,"1",640,"1","1",156,"7","1","M",4316037,-47482,"2","2","2","1","1","1","1","1","1","1",1984,"4","11","15","2","1","1","0"
6,4,1300,"1",640,"1","1",156,"7","1","M",4316037,-47482,"2","2","2","1","1","1","1","1","1","1",1984,"9","11","7","2","1","1","1"
3,28,730,"2",850,"1","1",153,"2","3","M",4675201,-109559,"3","2","2","4","1","2","1","1","1","2",1986,"5","11","7","2","8","19","1"
3,28,730,"2",850,"1","1",153,"2","3","M",4675201,-109559,"3","2","2","4","1","2","1","1","1","1",1961,"4","11","17","2","2","2","0"
8,10,615,"2",850,"1","1",17,"1","4","M",4691100,-111700,"3","2","2","3","1","1","1","1","1","1",1989,"4","11","14","2","3","1","0"
9,8,1830,"2",10,"3","2",72,"7","6","M",4617771,531955,"4","2","2","2","1","1","1","1","1","2",1996,"5","11","7","1","1","16","0"
3,1,2030,"3",10,"1","1",352,"2","1","M",4638261,502188,"3","2","2","1","1","2","1","1","1","2",1990,"5","13","7","2","1","1","1"
3,1,2030,"3",10,"1","1",352,"2","1","M",4638261,502188,"3","2","2","1","1","2","1","1","1","1",1971,"1","13","7","2","1","1","1"
2,15,1315,"1",10,"1","2",170,"1","2","M",4617772,555453,"3","2","2","1","1","1","1","1","1","2",1976,"5","11","7","2","2","21","0"
2,15,1315,"1",10,"1","2",170,"1","2","M",4617772,555453,"3","2","2","1","1","1","1","1","1","1",1970,"4","11","14","2","6","23","0"
8,13,715,"2",150,"9","2",122,"2","6","M",4471700,219800,"3","2","2","1","2","2","1","1","1","1",1960,"1","11","10","1","8","21","0"
12,25,1600,"1",150,"1","1",170,"1","3","M",4534800,268600,"3","2","2","1","1","1","1","1","1","1",1996,"5","22","2","2","8","9","1"
12,25,1600,"1",150,"1","1",170,"1","3","M",4534800,268600,"3","2","2","1","1","1","1","1","1","2",1975,"1","11","7","2","1","1","0"
6,29,1300,"1",150,"1","1",45,"1","1","M",4484500,301800,"3","2","2","2","2","1","1","1","1","1",1992,"9","11","7","2","1","1","1"
6,29,1300,"1",150,"1","1",45,"1","1","M",4484500,301800,"3","2","2","2","2","1","1","1","1","1",1965,"1","11","7","2","1","1","0"
3,17,2300,"3",840,"1","1",20,"8","1","M",4383011,531499,"3","2","2","1","3","2","1","1","1","2",1989,"5","11","7","2","3","1","0"
3,17,2300,"3",840,"1","1",20,"8","1","M",4383011,531499,"3","2","2","1","3","2","1","1","1","1",1965,"5","11","7","2","3","1","0"
4,22,700,"1",840,"1","1",41,"1","3","M",4410390,515574,"3","2","2","1","2","1","1","1","1","1",1991,"1","12","7","2","7","13","1"
4,22,700,"1",840,"1","1",41,"1","3","M",4410390,515574,"3","2","2","1","2","1","1","1","1","1",1989,"1","11","10","2","1","21","0"
5,19,1730,"1",20,"3","2",128,"1","3","M",4952381,366742,"4","2","2","1","1","1","2","1","1","2",1992,"5","11","7","2","2","9","0"
5,19,1730,"1",20,"3","2",128,"1","3","M",4952381,366742,"4","2","2","1","1","1","2","1","1","2",1992,"5","11","7","2","3","1","1"
5,28,1000,"1",20,"1","2",173,"1","6","M",4961871,321998,"4","2","2","2","2","1","1","1","1","2",1982,"5","11","7","1","2","1","0"
8,24,1630,"1",20,"1","1",86,"2","6","M",4957749,321993,"4","2","2","2","4","2","3","1","1","1",1982,"1","11","7","1","2","14","0"
4,16,1845,"1",20,"2","1",583,"1","3","M",4946709,365498,"4","2","2","1","1","1","1","1","1","1",1985,"5","22","1","2","8","19","1"
4,16,1845,"1",20,"2","1",583,"1","3","M",4946709,365498,"4","2","2","1","1","1","1","1","1","1",1993,"1","11","7","2","1","1","0"
1,15,1845,"5",20,"2","2",810,"1","3","M",4925285,309210,"4","1","1","1","1","2","1","1","1","1",1999,"5","21","30","2","1","1","0"
4,22,1615,"1",20,"3","2",810,"1","3","M",4925015,308662,"4","2","2","1","1","1","1","1","1","2",1976,"5","11","7","2","7","1","0"
4,22,1615,"1",20,"3","2",810,"1","3","M",4925015,308662,"4","2","2","1","1","1","1","1","1","1",1999,"5","22","1","2","2","5","1"
11,19,1615,"1",20,"1","2",810,"2","6","M",4925389,308830,"4","2","2","1","1","2","1","1","1","2",1933,"5","11","10","1","1","9","0"
9,28,1545,"1",380,"2","2",297,"1","3","M",4569238,540967,"3","2","2","1","1","1","1","1","1","1",1942,"5","21","1","2","1","1","1"
11,1,1400,"1",380,"1","1",458,"1","1","M",4563421,547872,"3","2","2","2","4","2","1","1","1","1",1953,"5","11","7","9","3","1","0"
9,18,1145,"1",380,"1","2",150,"1","3","M",4519700,582000,"3","2","2","1","1","1","1","1","1","1",1979,"1","21","33","2","1","1","1"
9,18,1145,"1",380,"1","2",150,"1","3","M",4519700,582000,"3","2","2","1","1","1","1","1","1","1",1985,"1","11","10","2","2","10","0"
9,13,1700,"1",380,"1","1",450,"8","3","M",4525368,551878,"3","2","2","1","1","1","1","1","1","1",1934,"2","11","7","2","3","13","1"
8,19,1045,"1",380,"2","1",130,"1","1","M",4538294,527681,"3","2","2","2","2","1","1","1","1","1",1990,"4","13","21","2","1","19","0"
1,15,1745,"5",380,"1","2",160,"1","6","M",4549939,498009,"4","2","2","1","1","1","1","1","1","2",1960,"5","11","7","1","6","4","0"
3,18,845,"1",310,"1","2",118,"8","1","M",4377992,135096,"4","2","2","1","1","1","1","1","1","1",1973,"4","11","15","9","3","17","0"
8,14,1345,"1",310,"1","2",451,"1","5","M",4345483,201598,"3","3","2","1","1","1","1","1","1","1",1955,"5","11","7","2","4","2","0"
8,14,1345,"1",310,"1","2",451,"1","5","M",4345483,201598,"3","3","2","1","1","1","1","1","1","1",1956,"5","11","7","2","1","2","1"
8,14,1345,"1",310,"1","2",451,"1","5","M",4345483,201598,"3","3","2","1","1","1","1","1","1","2",1977,"1","11","7","2","8","5","0"
10,1,800,"2",290,"1","1",220,"1","5","M",4786761,-424208,"3","2","2","1","1","1","1","1","1","1",1931,"9","11","7","2","1","2","0"
10,1,800,"2",290,"1","1",220,"1","5","M",4786761,-424208,"3","2","2","1","1","1","1","1","1","2",1970,"5","11","7","2","5","23","0"
10,1,800,"2",290,"1","1",220,"1","5","M",4786761,-424208,"3","2","2","1","1","1","1","1","1","2",1970,"1","11","7","2","5","23","1"
10,28,1000,"1",290,"1","2",135,"1","6","M",4783371,-417162,"3","2","2","1","1","2","1","1","1","2",1934,"5","11","7","1","3","1","0"
3,1,1545,"1",290,"1","1",15,"1","4","M",4851454,-449996,"3","2","2","1","3","1","1","1","1","1",1969,"5","11","7","2","2","13","1"
3,1,1545,"1",290,"1","1",15,"1","4","M",4851454,-449996,"3","2","2","1","3","1","1","1","1","1",1986,"5","11","7","2","3","1","1"
3,1,1545,"1",290,"1","1",15,"1","4","M",4851454,-449996,"3","2","2","1","3","1","1","1","1","2",1993,"5","11","7","2","2","21","0"
3,28,1530,"1",290,"1","2",160,"2","1","M",4850527,-442225,"3","2","2","1","1","2","1","1","1","1",1998,"5","21","2","2","1","17","1"
5,12,1400,"1",290,"1","1",117,"1","1","M",4858853,-450605,"3","2","2","1","1","1","1","1","1","2",1948,"9","11","7","2","1","13","1"
5,12,1400,"1",290,"1","1",117,"1","1","M",4858853,-450605,"3","2","2","1","1","1","1","1","1","1",1932,"9","11","7","2","1","1","1"
2,23,1230,"1",340,"1","1",154,"1","2","M",4355409,400630,"3","1","2","1","1","1","1","1","1","2",1996,"2","11","7","2","1","2","0"
8,2,1200,"1",350,"2","1",197,"1","3","M",4823448,-162191,"3","2","2","1","1","1","1","1","1","1",1954,"5","11","7","2","1","19","0"
1,31,2130,"3",350,"1","1",302,"4","1","M",4819000,-215070,"3","2","2","1","1","5","1","1","1","1",1960,"1","11","7","2","1","6","1"
4,2,1115,"1",350,"1","2",22,"1","6","M",4829522,-194470,"4","1","1","2","1","1","1","1","1","1",1965,"4","13","10","1","7","16","0"
9,1,1515,"1",350,"1","1",184,"1","1","M",4819986,-208612,"2","2","2","1","2","1","3","1","1","2",1969,"1","11","7","2","3","13","1"
9,1,1515,"1",350,"1","1",184,"1","1","M",4819986,-208612,"2","2","2","1","2","1","3","1","1","1",1975,"4","11","15","2","3","1","0"
2,21,1445,"1",350,"1","1",223,"1","2","M",4800750,-207765,"2","3","2","1","4","1","1","1","1","2",1994,"5","11","7","2","1","1","1"
2,21,1445,"1",350,"1","1",223,"1","2","M",4800750,-207765,"2","3","2","1","4","1","1","1","1","1",1976,"5","11","7","2","4","23","0"
6,9,1230,"1",350,"1","1",319,"1","3","M",4802340,-193740,"3","2","2","1","1","1","1","1","1","1",1998,"1","21","30","2","3","16","1"
6,9,1230,"1",350,"1","1",319,"1","3","M",4802340,-193740,"3","2","2","1","1","1","1","1","1","1",1964,"4","11","10","2","3","1","0"
10,21,2015,"3",350,"1","1",81,"2","1","M",4817805,-184794,"3","2","2","1","2","2","1","1","1","1",1990,"1","11","7","2","1","1","0"
9,14,1930,"1",350,"1","2",257,"7","3","M",4841233,-136971,"3","2","2","1","1","1","1","1","1","1",1993,"5","21","30","2","8","1","1"
2,13,715,"3",350,"1","1",299,"8","1","M",4864981,-187701,"3","2","2","1","3","2","1","1","1","1",1995,"9","13","10","2","3","13","1"
2,13,715,"3",350,"1","1",299,"8","1","M",4864981,-187701,"3","2","2","1","3","2","1","1","1","1",1977,"4","13","14","2","3","1","1"
3,11,1130,"1",350,"1","2",284,"1","3","M",4860302,-197483,"4","2","2","1","1","1","1","1","1","1",1965,"1","13","3","2","8","15","1"
3,11,1130,"1",350,"1","2",284,"1","3","M",4860302,-197483,"4","2","2","1","1","1","1","1","1","1",1958,"9","13","7","2","3","1","0"
6,16,1000,"1",350,"1","2",132,"1","1","M",4860811,-181184,"3","2","2","1","1","1","1","1","1","1",1947,"5","21","1","2","1","1","0"
9,24,2100,"3",350,"1","1",299,"1","2","M",4863608,-192518,"3","2","2","1","1","1","1","1","1","1",1968,"5","13","7","2","2","2","0"
9,26,2245,"3",350,"1","1",104,"1","1","M",4850952,-168051,"3","2","2","1","1","1","1","1","1","2",1995,"5","11","7","2","1","2","0"
12,9,1800,"1",350,"1","1",95,"1","3","M",4853854,-174257,"3","2","2","1","1","1","1","1","1","2",1976,"3","13","7","2","5","15","0"
12,9,1800,"1",350,"1","1",95,"1","3","M",4853854,-174257,"3","2","2","1","1","1","1","1","1","1",1998,"1","21","30","2","1","1","1"
6,20,1500,"1",440,"1","1",164,"1","1","M",4709916,-185293,"3","2","2","2","4","9","1","1","1","1",1976,"5","21","33","2","1","13","1"
6,20,1500,"1",440,"1","1",164,"1","1","M",4709916,-185293,"3","2","2","2","4","9","1","1","1","1",1977,"5","11","7","2","1","21","0"
6,8,1600,"1",440,"1","1",63,"6","2","M",4707427,-122853,"3","3","2","1","1","1","1","1","1","2",1998,"1","21","2","2","8","13","1"
5,20,930,"1",440,"1","1",130,"1","1","M",4711289,-153694,"3","2","2","1","1","1","1","1","1","1",1992,"1","11","7","2","3","1","0"
5,20,930,"1",440,"1","1",130,"1","1","M",4711289,-153694,"3","2","2","1","1","1","1","1","1","2",1970,"3","11","7","2","1","1","1"
6,25,1200,"1",440,"1","1",24,"1","3","M",4717530,-169390,"3","3","2","1","1","1","1","1","1","2",1958,"5","11","7","2","6","13","1"
6,25,1200,"1",440,"1","1",24,"1","3","M",4717530,-169390,"3","3","2","1","1","1","1","1","1","1",1988,"4","13","10","2","2","1","0"
4,11,1145,"1",250,"1","1",545,"8","3","M",4703500,613600,"3","2","2","1","1","1","1","1","1","1",1973,"5","21","1","2","8","15","1"
6,20,2215,"2",250,"1","2",578,"1","6","M",4714984,633913,"4","2","2","1","1","1","1","1","1","1",1979,"5","11","7","1","2","1","0"
8,28,1245,"1",390,"1","1",13,"1","1","M",4690100,574000,"2","2","2","1","3","1","1","1","1","1",1996,"9","11","7","2","3","13","1"
8,28,1245,"1",390,"1","1",13,"1","1","M",4690100,574000,"2","2","2","1","3","1","1","1","1","1",1957,"1","11","7","2","3","1","1"
3,18,2000,"5",390,"1","1",258,"1","3","M",4651800,587400,"3","2","2","1","1","1","1","1","1","2",1943,"5","11","7","2","3","15","0"
3,18,2000,"5",390,"1","1",258,"1","3","M",4651800,587400,"3","2","2","1","1","1","1","1","1","1",1959,"5","21","30","2","1","1","1"
11,4,1900,"3",390,"1","1",494,"1","1","M",4659600,591800,"3","2","2","2","3","2","1","1","1","1",1994,"1","11","7","2","3","13","1"
11,4,1900,"3",390,"1","1",494,"1","1","M",4659600,591800,"3","2","2","2","3","2","1","1","1","1",1980,"1","11","7","2","3","1","1"
3,18,1400,"1",220,"1","2",55,"1","3","M",4863609,-283264,"3","2","2","4","1","1","1","1","1","1",1993,"9","11","7","2","6","13","0"
3,18,1400,"1",220,"1","2",55,"1","3","M",4863609,-283264,"3","2","2","4","1","1","1","1","1","2",1956,"5","11","7","2","8","1","0"
4,16,1730,"1",220,"2","2",222,"1","3","M",4867206,-293165,"3","2","2","2","1","1","1","1","1","2",1995,"5","13","7","2","1","1","0"
4,16,1730,"1",220,"2","2",222,"1","3","M",4867206,-293165,"3","2","2","2","1","1","1","1","1","1",1953,"5","21","33","2","8","1","1"
5,19,1800,"1",220,"1","1",222,"1","5","M",4866769,-294624,"3","2","2","1","1","1","1","1","1","1",1987,"1","12","7","2","5","14","1"
5,19,1800,"1",220,"1","1",222,"1","5","M",4866769,-294624,"3","2","2","1","1","1","1","1","1","2",1963,"1","11","7","2","1","1","0"
5,19,1800,"1",220,"1","1",222,"1","5","M",4866769,-294624,"3","2","2","1","1","1","1","1","1","2",1974,"5","11","7","2","2","23","0"
3,6,1645,"1",220,"3","1",155,"1","3","M",4822264,-273856,"3","2","2","2","1","1","1","1","1","1",1984,"5","21","33","2","2","17","1"
3,6,1645,"1",220,"3","1",155,"1","3","M",4822264,-273856,"3","2","2","2","1","1","1","1","1","2",1982,"5","11","7","2","3","15","0"
